gid,geometry
다사454466,"POLYGON ((126.88213855101405 37.51797668828245, 126.88327010530425 37.51798260236136, 126.88327752318366 37.517081290726395, 126.88214598250144 37.51707537683888, 126.88213855101405 37.51797668828245))"
다사453466,"POLYGON ((126.8810069970549 37.51797076336376, 126.88213855101405 37.51797668828245, 126.88214598250144 37.51707537683888, 126.88101444215022 37.51706945211193, 126.8810069970549 37.51797076336376))"
다사457477,"POLYGON ((126.88545189584599 37.52790882100037, 126.88658360085364 37.52791470465387, 126.88659098152459 37.527013393977306, 126.8854592901316 37.527007510514196, 126.88545189584599 37.52790882100037))"
다사458477,"POLYGON ((126.88658360085364 37.52791470465387, 126.88771530619009 37.52792057746367, 126.88772267324633 37.52701926659707, 126.88659098152459 37.527013393977306, 126.88658360085364 37.52791470465387))"
다사456477,"POLYGON ((126.88432019116773 37.52790292650321, 126.88545189584599 37.52790882100037, 126.8854592901316 37.527007510514196, 126.88432759906796 37.52700161620778, 126.88432019116773 37.52790292650321))"
다사464447,"POLYGON ((126.89359266589604 37.5009103640027, 126.89472396501267 37.50091616611419, 126.89473124065178 37.50001484994204, 126.89359995513176 37.50000904801834, 126.89359266589604 37.5009103640027))"
다사488456,"POLYGON ((126.92068125273595 37.50915850198575, 126.92181268186297 37.5091640457117, 126.92181963396553 37.50826272638835, 126.92068821844092 37.508257182841824, 126.92068125273595 37.50915850198575))"
다사489455,"POLYGON ((126.92181963396553 37.50826272638835, 126.9229510497998 37.50826825909862, 126.92295798799087 37.50736693945723, 126.92182658575844 37.50736140692603, 126.92181963396553 37.50826272638835))"
다사488457,"POLYGON ((126.92067428672073 37.5100598209907, 126.92180572945075 37.510065364896064, 126.92181268186297 37.5091640457117, 126.92068125273595 37.50915850198575, 126.92067428672073 37.5100598209907))"
다사477459,"POLYGON ((126.90821420505682 37.51180075639378, 126.90934567154791 37.51180641987172, 126.90935277422517 37.510905102958375, 126.90822132133816 37.510899439663724, 126.90821420505682 37.51180075639378))"
다사477458,"POLYGON ((126.90822132133816 37.510899439663724, 126.90935277422517 37.510905102958375, 126.9093598765861 37.510003785906, 126.90822843730254 37.50999812279464, 126.90822132133816 37.510899439663724))"
다사479460,"POLYGON ((126.91047004896639 37.512713389469354, 126.91160152969432 37.512719031454765, 126.91160860547859 37.51181771431491, 126.91047713835538 37.5118120725121, 126.91047004896639 37.512713389469354))"
다사493469,"POLYGON ((126.92624870349121 37.52090326009111, 126.92738031104791 37.52090875194396, 126.92738719912562 37.52000743353531, 126.92625560517928 37.52000194186018, 126.92624870349121 37.52090326009111))"
다사493470,"POLYGON ((126.92624180149572 37.52180457818306, 126.9273734226634 37.521810070213625, 126.92738031104791 37.52090875194396, 126.92624870349121 37.52090326009111, 126.92624180149572 37.52180457818306))"
다사494470,"POLYGON ((126.9273734226634 37.521810070213625, 126.92850504413789 37.521815551402625, 126.92851191891144 37.52091423295559, 126.92738031104791 37.52090875194396, 126.9273734226634 37.521810070213625))"
다사467436,"POLYGON ((126.89706627936822 37.49101324817557, 126.89819742992542 37.49101901573338, 126.89820466123088 37.49011769747036, 126.89707352426362 37.49011193009925, 126.89706627936822 37.49101324817557))"
다사468470,"POLYGON ((126.89795137380027 37.52166375393551, 126.89908298709993 37.52166951700232, 126.89909021575419 37.52076820328105, 126.89795861606514 37.52076244040074, 126.89795137380027 37.52166375393551))"
다사468471,"POLYGON ((126.89794413121282 37.52256506733119, 126.89907575812369 37.5225708305845, 126.89908298709993 37.52166951700232, 126.89795137380027 37.52166375393551, 126.89794413121282 37.52256506733119))"
다사469471,"POLYGON ((126.89907575812369 37.5225708305845, 126.90020738535654 37.52257658299612, 126.90021460072157 37.521675269227785, 126.89908298709993 37.52166951700232, 126.89907575812369 37.5225708305845))"
다사465477,"POLYGON ((126.8945055450789 37.52795558660454, 126.89563725269977 37.527961383508256, 126.89564452445278 37.527060071321216, 126.89451283044671 37.52705427460508, 126.8945055450789 37.52795558660454))"
다사480469,"POLYGON ((126.91153783345109 37.52083087945733, 126.9126694369639 37.520836512245175, 126.91267650197513 37.51993519617429, 126.91154491207249 37.51992956356871, 126.91153783345109 37.52083087945733))"
다사484455,"POLYGON ((126.91616255945111 37.50823490029328, 126.91729397373103 37.508240487184764, 126.91730097993107 37.507339168442215, 126.91616957925285 37.50733358173155, 126.91616255945111 37.50823490029328))"
다사481450,"POLYGON ((126.91280361837966 37.503711483125606, 126.91393496371728 37.503717101616395, 126.91394200915326 37.50281578272233, 126.91281067741429 37.50281016441339, 126.91280361837966 37.503711483125606))"
다사481449,"POLYGON ((126.91281067741429 37.50281016441339, 126.91394200915326 37.50281578272233, 126.91394905427543 37.50191446368925, 126.91281773613453 37.50190884556216, 126.91281067741429 37.50281016441339))"
다사475483,"POLYGON ((126.90577973378767 37.53342094790767, 126.90691152632286 37.53342663747786, 126.90691866383445 37.53252532426869, 126.90578688491786 37.532519634882604, 126.90577973378767 37.53342094790767))"
다사474484,"POLYGON ((126.90464077650316 37.53431656019306, 126.90577258233894 37.53432226079366, 126.90577973378767 37.53342094790767, 126.90464794157107 37.533415247491526, 126.90464077650316 37.53431656019306))"
다사487458,"POLYGON ((126.91953586437185 37.51095558493455, 126.9206673203952 37.510961139856654, 126.92067428672073 37.5100598209907, 126.91954284430098 37.510054266248375, 126.91953586437185 37.51095558493455))"
다사488458,"POLYGON ((126.9206673203952 37.510961139856654, 126.92179877672886 37.510966683941454, 126.92180572945075 37.510065364896064, 126.92067428672073 37.5100598209907, 126.9206673203952 37.510961139856654))"
다사488459,"POLYGON ((126.92066035375936 37.51186245858363, 126.92179182369725 37.511868002847855, 126.92179877672886 37.510966683941454, 126.9206673203952 37.510961139856654, 126.92066035375936 37.51186245858363))"
다사462484,"POLYGON ((126.89105913154273 37.534247306977605, 126.8921909335084 37.53425313773312, 126.89219824838624 37.53335182708373, 126.89106646003957 37.53334599651688, 126.89105913154273 37.534247306977605))"
다사463484,"POLYGON ((126.8921909335084 37.53425313773312, 126.8933227357999 37.53425895764244, 126.89333003705873 37.53335764680474, 126.89219824838624 37.53335182708373, 126.8921909335084 37.53425313773312))"
다사471431,"POLYGON ((126.90162683300176 37.486529657935, 126.90275791689949 37.48653538124869, 126.90276509224675 37.485634061547266, 126.90163402193602 37.48562833841884, 126.90162683300176 37.486529657935))"
다사470432,"POLYGON ((126.90048854658212 37.48742524298511, 126.90161964374728 37.48743097731211, 126.90162683300176 37.486529657935, 126.9004957494242 37.48652392379362, 126.90048854658212 37.48742524298511))"
다사474478,"POLYGON ((126.90468376212355 37.52890868189775, 126.90581548625342 37.52891438139169, 126.90582263579107 37.52801306767129, 126.90469092527675 37.528007368361784, 126.90468376212355 37.52890868189775))"
다사474479,"POLYGON ((126.90467659865129 37.52980999529465, 126.90580833639727 37.52981569497302, 126.90581548625342 37.52891438139169, 126.90468376212355 37.52890868189775, 126.90467659865129 37.52980999529465))"
다사485466,"POLYGON ((126.91721688493057 37.518154984178956, 126.91834844918192 37.51816056221964, 126.91835544520718 37.51725924482558, 126.91722389456424 37.5172536669654, 126.91721688493057 37.518154984178956))"
다사486467,"POLYGON ((126.91834145284506 37.5190618794747, 126.91947303101709 37.51906744685547, 126.91948001374493 37.51816612942026, 126.91834844918192 37.51816056221964, 126.91834145284506 37.5190618794747))"
다사475458,"POLYGON ((126.90595841651563 37.51088808056282, 126.90708986876811 37.51089376553187, 126.90709699833593 37.509992448846425, 126.90596555968688 37.50998676406136, 126.90595841651563 37.51088808056282))"
다사474458,"POLYGON ((126.90482696458135 37.51088238475659, 126.90595841651563 37.51088808056282, 126.90596555968688 37.50998676406136, 126.904834121356 37.50998106843947, 126.90482696458135 37.51088238475659))"
다사480473,"POLYGON ((126.91150951581221 37.52443614162143, 126.91264117377175 37.524441775138456, 126.91264824004189 37.523540459623675, 126.91151659569495 37.52353482628896, 126.91150951581221 37.52443614162143))"
다사474439,"POLYGON ((126.90496288880496 37.49375735095573, 126.90609408237796 37.49376304326026, 126.9061012195067 37.49286172411723, 126.90497003952557 37.492856031996965, 126.90496288880496 37.49375735095573))"
다사467437,"POLYGON ((126.89705903415009 37.49191456611284, 126.8981901982979 37.491920333857344, 126.89819742992542 37.49101901573338, 126.89706627936822 37.49101324817557, 126.89705903415009 37.49191456611284))"
다사472480,"POLYGON ((126.90240593309242 37.530699876292196, 126.90353768381631 37.53070559784477, 126.90354486122443 37.529804284771735, 126.90241312411725 37.5297985634043, 126.90240593309242 37.530699876292196))"
다사466463,"POLYGON ((126.89573902777214 37.515343000231915, 126.89687054516476 37.51534878367107, 126.89687779877818 37.51444746934954, 126.89574629499188 37.51444168609755, 126.89573902777214 37.515343000231915))"
다사466462,"POLYGON ((126.89574629499188 37.51444168609755, 126.89687779877818 37.51444746934954, 126.8968850520685 37.51354615488893, 126.89575356188793 37.5135403718241, 126.89574629499188 37.51444168609755))"
다사462473,"POLYGON ((126.8911397270564 37.52433288425774, 126.89227137924651 37.524338712938196, 126.89227869054103 37.523437400758496, 126.89114705196327 37.52343157226665, 126.8911397270564 37.52433288425774))"
다사466483,"POLYGON ((126.89559361537883 37.5333692537092, 126.8967254050252 37.53337504089263, 126.8967326651035 37.532473729352986, 126.8956008890756 37.53246794235682, 126.89559361537883 37.5333692537092))"
다사466484,"POLYGON ((126.89558634135804 37.53427056492248, 126.89671814462345 37.53427635229317, 126.8967254050252 37.53337504089263, 126.89559361537883 37.5333692537092, 126.89558634135804 37.53427056492248))"
다사465483,"POLYGON ((126.89446182605649 37.533363455679904, 126.89559361537883 37.5333692537092, 126.8956008890756 37.53246794235682, 126.89446911337167 37.53246214451512, 126.89446182605649 37.533363455679904))"
다사464465,"POLYGON ((126.89346140411921 37.5171340279377, 126.8945929480782 37.517139833430306, 126.89460022955289 37.51623851976165, 126.89346869920138 37.516232714456926, 126.89346140411921 37.5171340279377))"
다사490481,"POLYGON ((126.92277054831384 37.531702520991566, 126.9239023183175 37.53170804751364, 126.92390925093093 37.53080673130712, 126.92277749454486 37.53080120496387, 126.92277054831384 37.531702520991566))"
다사475437,"POLYGON ((126.90610835631752 37.4919604048352, 126.90723952302518 37.491966085941385, 126.90724664592744 37.491064766336436, 126.90611549281049 37.49105908541412, 126.90610835631752 37.4919604048352))"
다사476436,"POLYGON ((126.90724664592744 37.491064766336436, 126.90837779936165 37.491070436429254, 126.90838490835654 37.49016911650173, 126.90725376851243 37.490163446592454, 126.90724664592744 37.491064766336436))"
다사473480,"POLYGON ((126.90353768381631 37.53070559784477, 126.90466943485993 37.530711308552476, 126.90467659865129 37.52980999529465, 126.90354486122443 37.529804284771735, 126.90353768381631 37.53070559784477))"
다사474482,"POLYGON ((126.90465510631984 37.53251393465093, 126.90578688491786 37.532519634882604, 126.90579403572951 37.53161832171848, 126.90466227074943 37.53161262167124, 126.90465510631984 37.53251393465093))"
다사480463,"POLYGON ((126.9115803004504 37.5154229820402, 126.91271182231127 37.51542861373442, 126.91271888543457 37.514527296829385, 126.91158737718024 37.51452166531741, 126.9115803004504 37.5154229820402))"
다사459465,"POLYGON ((126.88780368921056 37.517104837881874, 126.88893523153877 37.51711069757206, 126.88894258105081 37.516209384846285, 126.88781105233004 37.51620352534574, 126.88780368921056 37.517104837881874))"
다사458465,"POLYGON ((126.88667214721036 37.51709896735221, 126.88780368921056 37.517104837881874, 126.88781105233004 37.51620352534574, 126.88667952393725 37.51619765500606, 126.88667214721036 37.51709896735221))"
다사480460,"POLYGON ((126.91160152969432 37.512719031454765, 126.91273301073741 37.512724662602224, 126.91274007291698 37.51182334528013, 126.91160860547859 37.51181771431491, 126.91160152969432 37.512719031454765))"
다사489452,"POLYGON ((126.92184048841533 37.50555876758443, 126.92297186344598 37.505564299757516, 126.92297880071 37.50466297969921, 126.92184743927938 37.504657447705185, 126.92184048841533 37.50555876758443))"
다사488453,"POLYGON ((126.92070214892009 37.50645454413702, 126.92183353724171 37.506460087324726, 126.92184048841533 37.50555876758443, 126.92070911369431 37.50555322457615, 126.92070214892009 37.50645454413702))"
다사475445,"POLYGON ((126.90605125292942 37.499170955199, 126.90718252838458 37.49917663777653, 126.90718965382533 37.4982753192837, 126.90605839196571 37.49826963689011, 126.90605125292942 37.499170955199))"
다사475448,"POLYGON ((126.90602983391257 37.50187490929152, 126.90716115015802 37.501880592420875, 126.90716827655095 37.50097927434512, 126.90603697390286 37.500973591399706, 126.90602983391257 37.50187490929152))"
다사468480,"POLYGON ((126.89787893340616 37.530676881633255, 126.89901068284512 37.53068264656526, 126.89901791472002 37.529781334234876, 126.8978861788977 37.529775569489395, 126.89787893340616 37.530676881633255))"
다사463467,"POLYGON ((126.89231524212913 37.51893083777337, 126.89344681297999 37.518936654481976, 126.89345410871209 37.51803534127939, 126.89232255146993 37.51802952475903, 126.89231524212913 37.51893083777337))"
다사466450,"POLYGON ((126.89583347638506 37.50362590563681, 126.89696481694274 37.503631686643146, 126.89697206635724 37.502730370513646, 126.89584073939801 37.502724589694424, 126.89583347638506 37.50362590563681))"
다사466451,"POLYGON ((126.89582621304862 37.504527221440135, 126.89695756720536 37.50453300263357, 126.89696481694274 37.503631686643146, 126.89583347638506 37.50362590563681, 126.89582621304862 37.504527221440135))"
다사483448,"POLYGON ((126.91508037273012 37.5019200709826, 126.916211691498 37.5019256674422, 126.91621870911143 37.5010243479075, 126.91508740394103 37.501018751629054, 126.91508037273012 37.5019200709826))"
다사458495,"POLYGON ((126.886450692542 37.5441382730379, 126.88758264304649 37.54414414926913, 126.88759001601207 37.543242840907155, 126.88645807913318 37.543236964866054, 126.886450692542 37.5441382730379))"
다사458496,"POLYGON ((126.88644330562174 37.545039581070604, 126.88757526975246 37.545045457491945, 126.88758264304649 37.54414414926913, 126.886450692542 37.5441382730379, 126.88644330562174 37.545039581070604))"
다사488464,"POLYGON ((126.92062551592522 37.51636905013367, 126.92175705389332 37.51637459529514, 126.92176400847363 37.515473277083665, 126.92063248411279 37.51546773210165, 126.92062551592522 37.51636905013367))"
다사463480,"POLYGON ((126.89222019106485 37.53064789430082, 126.89335193888398 37.53065371345692, 126.893359238842 37.52975240206274, 126.89222750463948 37.52974658309494, 126.89222019106485 37.53064789430082))"
다사474441,"POLYGON ((126.9049485864082 37.495559988456215, 126.90607980716685 37.49556568112925, 126.90608694493136 37.49466436226427, 126.90495573776583 37.494658669775475, 126.9049485864082 37.495559988456215))"
다사469432,"POLYGON ((126.89935744973775 37.48741949783008, 126.90048854658212 37.48742524298511, 126.9004957494242 37.48652392379362, 126.89936466616743 37.48651817882457, 126.89935744973775 37.48741949783008))"
다사465439,"POLYGON ((126.8947821610529 37.493705632843046, 126.89591335173763 37.49371142262185, 126.89592061119296 37.49281010514975, 126.89478943410002 37.49280431555836, 126.8947821610529 37.493705632843046))"
다사465438,"POLYGON ((126.89478943410002 37.49280431555836, 126.89592061119296 37.49281010514975, 126.89592787032497 37.49190878753859, 126.89479670682317 37.4919029981346, 126.89478943410002 37.49280431555836))"
다사470470,"POLYGON ((126.90021460072157 37.521675269227785, 126.90134621466461 37.52168101061192, 126.90135341609762 37.5207796965187, 126.90022181576524 37.52077395532037, 126.90021460072157 37.521675269227785))"
다사488454,"POLYGON ((126.92069518383562 37.507355863558914, 126.92182658575844 37.50736140692603, 126.92183353724171 37.506460087324726, 126.92070214892009 37.50645454413702, 126.92069518383562 37.507355863558914))"
다사487454,"POLYGON ((126.91956378222305 37.50735030935591, 126.92069518383562 37.507355863558914, 126.92070214892009 37.50645454413702, 126.9195707609087 37.50644899011377, 126.91956378222305 37.50735030935591))"
다사472456,"POLYGON ((126.9025784293126 37.50906832859879, 126.90370985340257 37.50907404570928, 126.90371702314188 37.50817272929875, 126.90258561265411 37.50816701237329, 126.9025784293126 37.50906832859879))"
다사470472,"POLYGON ((126.9002001696701 37.52347789662538, 126.9013318108362 37.52348363838111, 126.90133901291081 37.522582324566045, 126.90020738535654 37.52257658299612, 126.9002001696701 37.52347789662538))"
다사459467,"POLYGON ((126.88778896198767 37.51890746253678, 126.88892053153255 37.51891332260623, 126.88892788169935 37.51801201015871, 126.88779632576313 37.51800615027889, 126.88778896198767 37.51890746253678))"
다사484446,"POLYGON ((126.91622572641228 37.50012302823383, 126.91735701829835 37.500128613498084, 126.91736402169035 37.499227293504624, 126.9162327434006 37.499221708421146, 126.91622572641228 37.50012302823383))"
다사483447,"POLYGON ((126.91508740394103 37.501018751629054, 126.91621870911143 37.5010243479075, 126.91622572641228 37.50012302823383, 126.91509443483878 37.5001174321365, 126.91508740394103 37.501018751629054))"
다사470454,"POLYGON ((126.9003300028636 37.50725423002062, 126.90146139910935 37.50725996843256, 126.9014685954119 37.50635865211433, 126.90033721276707 37.506352913888115, 126.9003300028636 37.50725423002062))"
다사468452,"POLYGON ((126.89808168522438 37.50544008903049, 126.89921305362604 37.50544584874103, 126.899220276487 37.50454453251649, 126.89808892168502 37.504538772992355, 126.89808168522438 37.50544008903049))"
다사463472,"POLYGON ((126.89227869054103 37.523437400758496, 126.89341032944449 37.52344321840835, 126.89341762680162 37.52254190590128, 126.89228600150993 37.522536088439686, 126.89227869054103 37.523437400758496))"
다사467451,"POLYGON ((126.89695756720536 37.50453300263357, 126.89808892168502 37.504538772992355, 126.89809615782335 37.50363745681517, 126.89696481694274 37.503631686643146, 126.89695756720536 37.50453300263357))"
다사468451,"POLYGON ((126.89808892168502 37.504538772992355, 126.899220276487 37.50454453251649, 126.89922749902622 37.50364321615288, 126.89809615782335 37.50363745681517, 126.89808892168502 37.504538772992355))"
다사467452,"POLYGON ((126.89695031714506 37.505434318484944, 126.89808168522438 37.50544008903049, 126.89808892168502 37.504538772992355, 126.89695756720536 37.50453300263357, 126.89695031714506 37.505434318484944))"
다사470455,"POLYGON ((126.90032279263896 37.50815554601406, 126.90145420248624 37.50816128461172, 126.90146139910935 37.50725996843256, 126.9003300028636 37.50725423002062, 126.90032279263896 37.50815554601406))"
다사471454,"POLYGON ((126.90146139910935 37.50725996843256, 126.90259279567564 37.50726569600874, 126.90259997837727 37.506364379505136, 126.9014685954119 37.50635865211433, 126.90146139910935 37.50725996843256))"
다사481446,"POLYGON ((126.91283185263183 37.500106207442705, 126.91396314357843 37.500111825206126, 126.91397018775928 37.49921050575606, 126.91283891040894 37.49920488817448, 126.91283185263183 37.500106207442705))"
다사469488,"POLYGON ((126.89895281624744 37.537893140200865, 126.90008467496378 37.537898895777715, 126.90009189579473 37.53699758437389, 126.89896005069996 37.53699182898327, 126.89895281624744 37.537893140200865))"
다사476453,"POLYGON ((126.90712551343181 37.50638718071427, 126.90825689799068 37.50639285392798, 126.90826401237045 37.505491536363735, 126.90713264141198 37.505485863333654, 126.90712551343181 37.50638718071427))"
다사491469,"POLYGON ((126.92398548930073 37.52089224386177, 126.92511709624195 37.52089775739705, 126.92512401154038 37.5199964393442, 126.92399241820945 37.51999092598735, 126.92398548930073 37.52089224386177))"
다사490470,"POLYGON ((126.92284693983984 37.52178803704199, 126.92397856008334 37.521793561597214, 126.92398548930073 37.52089224386177, 126.92285388266815 37.520886719485326, 126.92284693983984 37.52178803704199))"
다사466492,"POLYGON ((126.8955281375256 37.541481049620515, 126.89666004976529 37.541486838489455, 126.8966673127548 37.540585528201824, 126.89553541413903 37.54057973952018, 126.8955281375256 37.541481049620515))"
다사467492,"POLYGON ((126.89666004976529 37.541486838489455, 126.89779196232851 37.54149261650935, 126.8977992116941 37.54059130603478, 126.8966673127548 37.540585528201824, 126.89666004976529 37.541486838489455))"
다사466493,"POLYGON ((126.89552086058804 37.542382359581744, 126.89665278645224 37.542388148637976, 126.89666004976529 37.541486838489455, 126.8955281375256 37.541481049620515, 126.89552086058804 37.542382359581744))"
다사486446,"POLYGON ((126.91848831049633 37.50013418792928, 126.91961960300567 37.50013975152738, 126.91962657920506 37.49923843117342, 126.91849530029204 37.49923286775539, 126.91848831049633 37.50013418792928))"
다사457463,"POLYGON ((126.88555538587812 37.51529046153232, 126.88668690033556 37.51529634252079, 126.88669427640532 37.51439502989639, 126.88556277555406 37.51438914909824, 126.88555538587812 37.51529046153232))"
다사490464,"POLYGON ((126.9228885921712 37.5163801296172, 126.9240201307583 37.51638565309981, 126.92402705812401 37.51548433453048, 126.92289553314423 37.51547881122661, 126.9228885921712 37.5163801296172))"
다사491463,"POLYGON ((126.92402705812401 37.51548433453048, 126.92515858341235 37.51548984699526, 126.92516549686285 37.51458852810854, 126.9240339851812 37.51458301582217, 126.92402705812401 37.51548433453048))"
다사469482,"POLYGON ((126.8989962181289 37.53248527080875, 126.90012799512515 37.53249102526832, 126.90013521402646 37.53158971302992, 126.89900345064808 37.53158395875656, 126.8989962181289 37.53248527080875))"
다사485478,"POLYGON ((126.91713274496799 37.52897077989849, 126.91826447256773 37.52897636010572, 126.91827147233349 37.5280750443798, 126.91713975834945 37.52806946435313, 126.91713274496799 37.52897077989849))"
다사484478,"POLYGON ((126.91600101768066 37.52896518884698, 126.91713274496799 37.52897077989849, 126.91713975834945 37.52806946435313, 126.91600804467782 37.52806387348254, 126.91600101768066 37.52896518884698))"
다사487445,"POLYGON ((126.91962657920506 37.49923843117342, 126.92075785842877 37.49924398375872, 126.92076482072169 37.49834266308605, 126.9196335550937 37.49833711068048, 126.91962657920506 37.49923843117342))"
다사487446,"POLYGON ((126.91961960300567 37.50013975152738, 126.92075089582572 37.50014530429242, 126.92075785842877 37.49924398375872, 126.91962657920506 37.49923843117342, 126.91961960300567 37.50013975152738))"
다사491472,"POLYGON ((126.9239647007226 37.52359619665114, 126.92509634849846 37.5236017107217, 126.92510326472102 37.52270039308579, 126.9239716305573 37.52269487919367, 126.9239647007226 37.52359619665114))"
다사490471,"POLYGON ((126.92283999670228 37.522689354459665, 126.9239716305573 37.52269487919367, 126.92397856008334 37.521793561597214, 126.92284693983984 37.52178803704199, 126.92283999670228 37.522689354459665))"
다사490472,"POLYGON ((126.92283305325543 37.52359067173834, 126.9239647007226 37.52359619665114, 126.9239716305573 37.52269487919367, 126.92283999670228 37.522689354459665, 126.92283305325543 37.52359067173834))"
다사492471,"POLYGON ((126.92510326472102 37.52270039308579, 126.92623489919276 37.52270589613601, 126.92624180149572 37.52180457818306, 126.9251101806355 37.52179907531091, 126.92510326472102 37.52270039308579))"
다사492472,"POLYGON ((126.92509634849846 37.5236017107217, 126.92622799658237 37.52360721395001, 126.92623489919276 37.52270589613601, 126.92510326472102 37.52270039308579, 126.92509634849846 37.5236017107217))"
다사491479,"POLYGON ((126.92391618323555 37.52990541496161, 126.92504792631343 37.52991093028134, 126.92505484469287 37.529009613618356, 126.92392311523137 37.529004098477095, 126.92391618323555 37.52990541496161))"
다사491480,"POLYGON ((126.92390925093093 37.53080673130712, 126.92504100762581 37.53081224680533, 126.92504792631343 37.52991093028134, 126.92391618323555 37.52990541496161, 126.92390925093093 37.53080673130712))"
다사492480,"POLYGON ((126.92504100762581 37.53081224680533, 126.92617276462887 37.530817751458464, 126.92617966969948 37.529916434756366, 126.92504792631343 37.52991093028134, 126.92504100762581 37.53081224680533))"
다사473451,"POLYGON ((126.9037456989059 37.50456746226616, 126.90487705531035 37.504573167616826, 126.90488420985393 37.50367185032642, 126.90375286704864 37.503666145160416, 126.9037456989059 37.50456746226616))"
다사474450,"POLYGON ((126.90488420985393 37.50367185032642, 126.90601555297789 37.50367754465806, 126.90602269360426 37.5027762270443, 126.90489136407888 37.502770532896974, 126.90488420985393 37.50367185032642))"
다사464484,"POLYGON ((126.8933227357999 37.53425895764244, 126.89445453841667 37.53426476670557, 126.89446182605649 37.533363455679904, 126.89333003705873 37.53335764680474, 126.8933227357999 37.53425895764244))"
다사477455,"POLYGON ((126.90824266828045 37.508195488639366, 126.90937408035892 37.50820115138418, 126.90938118177085 37.50729983391472, 126.90824978329402 37.50729417135319, 126.90824266828045 37.508195488639366))"
다사478456,"POLYGON ((126.90936697863067 37.50910246871459, 126.9104984046277 37.509108120806175, 126.9105054927537 37.508206803292815, 126.90937408035892 37.50820115138418, 126.90936697863067 37.50910246871459))"
다사464452,"POLYGON ((126.8935562148471 37.505416941838284, 126.89468758195581 37.505422744888826, 126.8946948592154 37.50452142941204, 126.89356350570633 37.504515626549335, 126.8935562148471 37.505416941838284))"
다사471465,"POLYGON ((126.9013822186222 37.51717443875516, 126.90251376483889 37.51718016837075, 126.90252095106061 37.51627885339677, 126.90138941845154 37.516273123966606, 126.9013822186222 37.51717443875516))"
다사497477,"POLYGON ((126.93072034660274 37.52813570897012, 126.93185206428826 37.528141158868756, 126.93185890036 37.52723984086441, 126.93072719628975 37.527234391142144, 126.93072034660274 37.52813570897012))"
다사466461,"POLYGON ((126.89575356188793 37.5135403718241, 126.8968850520685 37.51354615488893, 126.89689230503575 37.512644840289234, 126.89576082846027 37.512639057411555, 126.89575356188793 37.5135403718241))"
다사484452,"POLYGON ((126.91618361791843 37.50553094419107, 126.91731499139496 37.50553653054011, 126.91732199665886 37.504635211380574, 126.91619063678223 37.50462962521235, 126.91618361791843 37.50553094419107))"
다사472441,"POLYGON ((126.90268614584711 37.495548570616464, 126.90381736596808 37.495554284951936, 126.90382453091883 37.494652966455824, 126.90269332439094 37.49464725230532, 126.90268614584711 37.495548570616464))"
다사472458,"POLYGON ((126.9025640616697 37.51087096063261, 126.90369551296581 37.510876678113185, 126.90370268334388 37.50997536198076, 126.90257124565115 37.50996964468522, 126.9025640616697 37.51087096063261))"
다사486480,"POLYGON ((126.91825047210074 37.53077899114054, 126.91938222724553 37.5307845608639, 126.91938921401801 37.52988324523578, 126.91825747249015 37.529877675692646, 126.91825047210074 37.53077899114054))"
다사459497,"POLYGON ((126.88756789612998 37.545946765575614, 126.88869987421597 37.545952631336384, 126.88870723421164 37.54505132306293, 126.88757526975246 37.545045457491945, 126.88756789612998 37.545946765575614))"
다사462457,"POLYGON ((126.89125688642257 37.50991187570722, 126.89238832088827 37.509917701370355, 126.89239562697404 37.50901638696502, 126.89126420611099 37.50901056149041, 126.89125688642257 37.50991187570722))"
다사467460,"POLYGON ((126.89689230503575 37.512644840289234, 126.89802378193427 37.51265061232908, 126.89803102097395 37.511749297403504, 126.89689955767996 37.51174352555046, 126.89689230503575 37.512644840289234))"
다사487467,"POLYGON ((126.91947303101709 37.51906744685547, 126.92060460950016 37.5190730033958, 126.92061157861895 37.51817168578076, 126.91948001374493 37.51816612942026, 126.91947303101709 37.51906744685547))"
다사488467,"POLYGON ((126.92060460950016 37.5190730033958, 126.92173618829368 37.51907854909565, 126.92174314380337 37.518177231301145, 126.92061157861895 37.51817168578076, 126.92060460950016 37.5190730033958))"
다사492463,"POLYGON ((126.92515858341235 37.51548984699526, 126.92629010900863 37.51549534862094, 126.9262970088524 37.51459402955617, 126.92516549686285 37.51458852810854, 126.92515858341235 37.51548984699526))"
다사487482,"POLYGON ((126.91936825276689 37.5325871917031, 126.92050003545862 37.532592750941205, 126.92050700923541 37.53169143541124, 126.91937524016184 37.53168587635301, 126.91936825276689 37.5325871917031))"
다사489482,"POLYGON ((126.921631818461 37.5325982993336, 126.92276360177341 37.53260383688025, 126.92277054831384 37.531702520991566, 126.92163877861961 37.531696983624094, 126.921631818461 37.5325982993336))"
다사461459,"POLYGON ((126.89011078472097 37.511708666845834, 126.89124224606765 37.51171450372349, 126.89124956640813 37.5108131897849, 126.89011811866527 37.51080735309614, 126.89011078472097 37.511708666845834))"
다사487471,"POLYGON ((126.91944509699528 37.52267271520635, 126.92057672992067 37.522678272465996, 126.92058370028123 37.52177695540694, 126.91945208096735 37.52177139832714, 126.91944509699528 37.52267271520635))"
다사493464,"POLYGON ((126.92628320885751 37.516396667546736, 126.92741474836848 37.51640215851102, 126.92742163491228 37.51550083940752, 126.92629010900863 37.51549534862094, 126.92628320885751 37.516396667546736))"
