gid,geometry
다사465448,"POLYGON ((126.8947166890495 37.50181748214726, 126.89584800208742 37.50182327361296, 126.89585526445339 37.500921957392436, 126.89472396501267 37.50091616611419, 126.8947166890495 37.50181748214726))"
다사465449,"POLYGON ((126.89470941276225 37.502718798041265, 126.89584073939801 37.502724589694424, 126.89584800208742 37.50182327361296, 126.8947166890495 37.50181748214726, 126.89470941276225 37.502718798041265))"
다사464450,"POLYGON ((126.89357079624084 37.5036143111213, 126.89470213615088 37.5036201137962, 126.89470941276225 37.502718798041265, 126.8935780864506 37.50271299555418, 126.89357079624084 37.5036143111213))"
다사470461,"POLYGON ((126.90027952454624 37.5135634390544, 126.90141101601547 37.513569178766524, 126.90141821456213 37.51266786342169, 126.90028673669806 37.51266212389534, 126.90027952454624 37.5135634390544))"
다사471462,"POLYGON ((126.90140381714815 37.51447049397229, 126.90253532254381 37.514476223031636, 126.90254250780532 37.51357490764046, 126.90141101601547 37.513569178766524, 126.90140381714815 37.51447049397229))"
다사469462,"POLYGON ((126.89914080731941 37.514459003337976, 126.90027231207316 37.5144647540744, 126.90027952454624 37.5135634390544, 126.89914803339825 37.51355768850408, 126.89914080731941 37.514459003337976))"
다사472468,"POLYGON ((126.90249220425304 37.519884112458314, 126.90362379161631 37.519889831789534, 126.90363096518895 37.51898851704766, 126.90249939143509 37.51898279790152, 126.90249220425304 37.519884112458314))"
다사472467,"POLYGON ((126.90249939143509 37.51898279790152, 126.90363096518895 37.51898851704766, 126.90363813844206 37.51808720216673, 126.90250657829706 37.518081483205684, 126.90249939143509 37.51898279790152))"
다사470468,"POLYGON ((126.90022903048751 37.51987264127389, 126.90136061720989 37.51987838228643, 126.90136781800139 37.51897706791509, 126.90023624488842 37.51897132708833, 126.90022903048751 37.51987264127389))"
다사471467,"POLYGON ((126.90136781800139 37.51897706791509, 126.90249939143509 37.51898279790152, 126.90250657829706 37.518081483205684, 126.90137501847217 37.518075753404666, 126.90136781800139 37.51897706791509))"
다사497467,"POLYGON ((126.93078882974461 37.51912252443678, 126.93192041130473 37.519127972572086, 126.9319272443321 37.51822665317815, 126.93079567638117 37.51822120521917, 126.93078882974461 37.51912252443678))"
다사498468,"POLYGON ((126.93191357797299 37.520029291827065, 126.93304517344733 37.52003472929777, 126.93305199316924 37.51913340986682, 126.93192041130473 37.519127972572086, 126.93191357797299 37.520029291827065))"
다사469437,"POLYGON ((126.89932136276781 37.49192609077209, 126.90045252755921 37.49193183685707, 126.90045973200553 37.49103051836076, 126.89932858080473 37.49102477246177, 126.89932136276781 37.49192609077209))"
다사470437,"POLYGON ((126.90045252755921 37.49193183685707, 126.90158369267152 37.49193757211227, 126.90159088352718 37.49103625343032, 126.90045973200553 37.49103051836076, 126.90045252755921 37.49193183685707))"
다사468436,"POLYGON ((126.89819742992542 37.49101901573338, 126.89932858080473 37.49102477246177, 126.89933579852017 37.49012345401241, 126.89820466123088 37.49011769747036, 126.89819742992542 37.49101901573338))"
다사469445,"POLYGON ((126.89926360689732 37.49913663224899, 126.9003948804355 37.49914237982214, 126.90040208744934 37.49824106243816, 126.89927082750663 37.498235315051055, 126.89926360689732 37.49913663224899))"
다사468446,"POLYGON ((126.89812509915377 37.500032190715764, 126.8992563859664 37.50003794930788, 126.89926360689732 37.49913663224899, 126.89813233368076 37.49913087384328, 126.89812509915377 37.500032190715764))"
다사468444,"POLYGON ((126.89813956788554 37.49822955683172, 126.89927082750663 37.498235315051055, 126.89927804779434 37.49733399771406, 126.89814680176808 37.49732823968111, 126.89813956788554 37.49822955683172))"
다사468445,"POLYGON ((126.89813233368076 37.49913087384328, 126.89926360689732 37.49913663224899, 126.89927082750663 37.498235315051055, 126.89813956788554 37.49822955683172, 126.89813233368076 37.49913087384328))"
다사467479,"POLYGON ((126.89675444339817 37.52976979389943, 126.8978861788977 37.529775569489395, 126.89789342406652 37.528874257206446, 126.896761702183 37.52886848180338, 126.89675444339817 37.52976979389943))"
다사469478,"POLYGON ((126.89902514627278 37.52888002176539, 126.90015686880113 37.528885775480184, 126.90016408641631 37.52798446268543, 126.8990323775034 37.52797870915681, 126.89902514627278 37.52888002176539))"
다사467477,"POLYGON ((126.89676896064452 37.52796716956822, 126.89790066891261 37.52797294478441, 126.897907913436 37.52707163222327, 126.89677621878275 37.52706585719396, 126.89676896064452 37.52796716956822))"
다사469477,"POLYGON ((126.8990323775034 37.52797870915681, 126.90016408641631 37.52798446268543, 126.90017130370998 37.52708314975159, 126.89903960841195 37.527077396409155, 126.8990323775034 37.52797870915681))"
다사467478,"POLYGON ((126.896761702183 37.52886848180338, 126.89789342406652 37.528874257206446, 126.89790066891261 37.52797294478441, 126.89676896064452 37.52796716956822, 126.896761702183 37.52886848180338))"
다사499467,"POLYGON ((126.93305199316924 37.51913340986682, 126.9341835753375 37.51913883632099, 126.93419038114642 37.51823751657549, 126.93305881258739 37.518232090296905, 126.93305199316924 37.51913340986682))"
다사500467,"POLYGON ((126.9341835753375 37.51913883632099, 126.93531515780893 37.519144251934584, 126.9353219500086 37.518242932013834, 126.93419038114642 37.51823751657549, 126.9341835753375 37.51913883632099))"
다사499468,"POLYGON ((126.93304517344733 37.52003472929777, 126.93417676922543 37.52004015592755, 126.9341835753375 37.51913883632099, 126.93305199316924 37.51913340986682, 126.93304517344733 37.52003472929777))"
다사499466,"POLYGON ((126.93305881258739 37.518232090296905, 126.93419038114642 37.51823751657549, 126.93419718665217 37.517336196691026, 126.93306563170177 37.51733077058806, 126.93305881258739 37.518232090296905))"
다사476442,"POLYGON ((126.90720390375475 37.49647268188099, 126.90833513874239 37.49647835307515, 126.90834224963731 37.49557703398168, 126.90721102824344 37.49557136297109, 126.90720390375475 37.49647268188099))"
다사475443,"POLYGON ((126.90606553068406 37.49736831844218, 126.9071967789487 37.49737400065186, 126.90720390375475 37.49647268188099, 126.90607266908442 37.49646699985523, 126.90606553068406 37.49736831844218))"
다사475442,"POLYGON ((126.90607266908442 37.49646699985523, 126.90720390375475 37.49647268188099, 126.90721102824344 37.49557136297109, 126.90607980716685 37.49556568112925, 126.90607266908442 37.49646699985523))"
다사477443,"POLYGON ((126.9083280275307 37.49737967202959, 126.90945927642946 37.49738533257539, 126.90946637404673 37.496484013437716, 126.90833513874239 37.49647835307515, 126.9083280275307 37.49737967202959))"
다사476443,"POLYGON ((126.9071967789487 37.49737400065186, 126.9083280275307 37.49737967202959, 126.90833513874239 37.49647835307515, 126.90720390375475 37.49647268188099, 126.9071967789487 37.49737400065186))"
다사477441,"POLYGON ((126.90834224963731 37.49557703398168, 126.90947347134792 37.495582694161044, 126.90948056833298 37.49468137474536, 126.90834936021555 37.49467571474922, 126.90834224963731 37.49557703398168))"
다사468458,"POLYGON ((126.89803825969119 37.510847982338866, 126.8991697097037 37.510853743168, 126.8991769344952 37.50995242777784, 126.89804549808603 37.509946667135154, 126.89803825969119 37.510847982338866))"
다사467458,"POLYGON ((126.8969068100011 37.510842210672614, 126.89803825969119 37.510847982338866, 126.89804549808603 37.509946667135154, 126.89691406199924 37.50994089565568, 126.8969068100011 37.510842210672614))"
다사469457,"POLYGON ((126.8991769344952 37.50995242777784, 126.90030837122619 37.50995817758376, 126.90031558209317 37.50905686186844, 126.89918415896491 37.50905111224861, 126.8991769344952 37.50995242777784))"
다사468457,"POLYGON ((126.89804549808603 37.509946667135154, 126.8991769344952 37.50995242777784, 126.89918415896491 37.50905111224861, 126.89805273615843 37.50904535179236, 126.89804549808603 37.509946667135154))"
다사467457,"POLYGON ((126.89691406199924 37.50994089565568, 126.89804549808603 37.509946667135154, 126.89805273615843 37.50904535179236, 126.89692131367438 37.50903958049969, 126.89691406199924 37.50994089565568))"
다사468459,"POLYGON ((126.89803102097395 37.511749297403504, 126.89916248459039 37.51175505841909, 126.8991697097037 37.510853743168, 126.89803825969119 37.510847982338866, 126.89803102097395 37.511749297403504))"
다사481452,"POLYGON ((126.91278949936707 37.50551412013301, 126.91392087190387 37.505519738987516, 126.9139279179675 37.50461842037146, 126.91279655903058 37.50461280169881, 126.91278949936707 37.50551412013301))"
다사480451,"POLYGON ((126.91166520040808 37.504607172191385, 126.91279655903058 37.50461280169881, 126.91280361837966 37.503711483125606, 126.91167227335643 37.50370585380038, 126.91166520040808 37.504607172191385))"
다사480452,"POLYGON ((126.91165812714472 37.505508490443376, 126.91278949936707 37.50551412013301, 126.91279655903058 37.50461280169881, 126.91166520040808 37.504607172191385, 126.91165812714472 37.505508490443376))"
다사481453,"POLYGON ((126.9127824393891 37.50641543842821, 126.9139138255264 37.50642105746457, 126.91392087190387 37.505519738987516, 126.91278949936707 37.50551412013301, 126.9127824393891 37.50641543842821))"
다사482453,"POLYGON ((126.9139138255264 37.50642105746457, 126.91504521197756 37.50642666566545, 126.91505224475452 37.505525347006866, 126.91392087190387 37.505519738987516, 126.9139138255264 37.50642105746457))"
다사462469,"POLYGON ((126.89116902472631 37.52072763545872, 126.89230062247077 37.52073346338475, 126.89230793246274 37.51983215064861, 126.8911763483282 37.519826322911186, 126.89116902472631 37.52072763545872))"
다사461469,"POLYGON ((126.8900374273081 37.52072179669178, 126.89116902472631 37.52072763545872, 126.8911763483282 37.519826322911186, 126.89004476451987 37.51982048433319, 126.8900374273081 37.52072179669178))"
다사478469,"POLYGON ((126.90927462737204 37.52081958135836, 126.9104062302536 37.52082523582837, 126.91041332248517 37.519923920122395, 126.90928173321373 37.51991826583535, 126.90927462737204 37.52081958135836))"
다사477469,"POLYGON ((126.90814302480699 37.52081391604725, 126.90927462737204 37.52081958135836, 126.90928173321373 37.51991826583535, 126.9081501442588 37.51991260070759, 126.90814302480699 37.52081391604725))"
다사476476,"POLYGON ((126.90696148222806 37.52711744209342, 126.90809317976371 37.527123119531495, 126.90810030143578 37.52622180516519, 126.90696861751448 37.52621612791082, 126.90696148222806 37.52711744209342))"
다사476474,"POLYGON ((126.90697575248305 37.525314813589176, 126.90810742279062 37.52532049065982, 126.90811454382823 37.52441917601542, 126.90698288713382 37.52441349912847, 126.90697575248305 37.525314813589176))"
다사475476,"POLYGON ((126.90582978501024 37.52711175381182, 126.90696148222806 37.52711744209342, 126.90696861751448 37.52621612791082, 126.90583693391099 37.5262104398133, 126.90582978501024 37.52711175381182))"
다사476475,"POLYGON ((126.90696861751448 37.52621612791082, 126.90810030143578 37.52622180516519, 126.90810742279062 37.52532049065982, 126.90697575248305 37.525314813589176, 126.90696861751448 37.52621612791082))"
다사477446,"POLYGON ((126.90830669199518 37.50008362805882, 126.90943798168068 37.50008928915431, 126.90944508024643 37.499187970433674, 126.9083138041571 37.49918230952143, 126.90830669199518 37.50008362805882))"
다사477445,"POLYGON ((126.9083138041571 37.49918230952143, 126.90944508024643 37.499187970433674, 126.909452178496 37.498286651574034, 126.90832091600228 37.49828099084502, 126.9083138041571 37.49918230952143))"
다사478446,"POLYGON ((126.90943798168068 37.50008928915431, 126.91056927168235 37.5000949394168, 126.91057635665189 37.49919362051328, 126.90944508024643 37.499187970433674, 126.90943798168068 37.50008928915431))"
다사460493,"POLYGON ((126.88872931223152 37.54234739740772, 126.88986123614164 37.54235325156007, 126.88986858120154 37.541451942540625, 126.88873667091586 37.541446088577665, 126.88872931223152 37.54234739740772))"
다사460495,"POLYGON ((126.88871459387943 37.544150014650334, 126.8898465450402 37.54415586918154, 126.88985389075454 37.54325456044038, 126.88872195321939 37.54324870609861, 126.88871459387943 37.544150014650334))"
다사461493,"POLYGON ((126.88986123614164 37.54235325156007, 126.89099316037894 37.5423590948631, 126.89100049181442 37.5414577856546, 126.88986858120154 37.541451942540625, 126.88986123614164 37.54235325156007))"
다사459494,"POLYGON ((126.88759001601207 37.543242840907155, 126.88872195321939 37.54324870609861, 126.88872931223152 37.54234739740772, 126.88759738864921 37.54234153240603, 126.88759001601207 37.543242840907155))"
다사459495,"POLYGON ((126.88758264304649 37.54414414926913, 126.88871459387943 37.544150014650334, 126.88872195321939 37.54324870609861, 126.88759001601207 37.543242840907155, 126.88758264304649 37.54414414926913))"
다사461495,"POLYGON ((126.8898465450402 37.54415586918154, 126.89097849652822 37.54416171286269, 126.89098582861688 37.543260403932464, 126.88985389075454 37.54325456044038, 126.8898465450402 37.54415586918154))"
다사470457,"POLYGON ((126.90030837122619 37.50995817758376, 126.90143980827837 37.50996391655289, 126.90144700554261 37.50906260065184, 126.90031558209317 37.50905686186844, 126.90030837122619 37.50995817758376))"
다사466489,"POLYGON ((126.89554996639347 37.538777118902125, 126.89668183776324 37.53878290720919, 126.89668909978222 37.537881596504214, 126.89555724203451 37.537875808384435, 126.89554996639347 37.538777118902125))"
다사465490,"POLYGON ((126.89441080575995 37.539672629938046, 126.8955426904283 37.53967842928072, 126.89554996639347 37.538777118902125, 126.8944180953478 37.53877131974709, 126.89441080575995 37.539672629938046))"
다사466488,"POLYGON ((126.89555724203451 37.537875808384435, 126.89668909978222 37.537881596504214, 126.89669636147774 37.53698028566012, 126.8955645173515 37.53697449772762, 126.89555724203451 37.537875808384435))"
다사465489,"POLYGON ((126.8944180953478 37.53877131974709, 126.89554996639347 37.538777118902125, 126.89555724203451 37.537875808384435, 126.89442538461093 37.53787000941704, 126.8944180953478 37.53877131974709))"
다사467489,"POLYGON ((126.89668183776324 37.53878290720919, 126.89781370945653 37.538788684668276, 126.89782095785341 37.53788737377636, 126.89668909978222 37.537881596504214, 126.89668183776324 37.53878290720919))"
다사467488,"POLYGON ((126.89668909978222 37.537881596504214, 126.89782095785341 37.53788737377636, 126.89782820592741 37.536986062745335, 126.89669636147774 37.53698028566012, 126.89668909978222 37.537881596504214))"
다사485449,"POLYGON ((126.9173360062506 37.50283257264455, 126.91846733924113 37.502838147617055, 126.9184743299709 37.501936827860106, 126.91734301057846 37.50193125306804, 126.9173360062506 37.50283257264455))"
다사483451,"POLYGON ((126.91505927721826 37.50462402820931, 126.91619063678223 37.50462962521235, 126.91619765533343 37.50372830609464, 126.91506630936877 37.503722709272736, 126.91505927721826 37.50462402820931))"
다사485451,"POLYGON ((126.91732199665886 37.504635211380574, 126.91845335684745 37.50464078671399, 126.91846034820001 37.503739467235015, 126.91732900161072 37.50373389208206, 126.91732199665886 37.504635211380574))"
다사483449,"POLYGON ((126.91507334120604 37.50282139019717, 126.91620467357201 37.50282698683792, 126.916211691498 37.5019256674422, 126.91508037273012 37.5019200709826, 126.91507334120604 37.50282139019717))"
다사476480,"POLYGON ((126.9069329379039 37.530722697433184, 126.90806468990301 37.530728375606174, 126.9080718128441 37.52982706179609, 126.90694007446176 37.52982138380684, 126.9069329379039 37.530722697433184))"
다사477479,"POLYGON ((126.9080718128441 37.52982706179609, 126.90920355154375 37.529832728940775, 126.90921066055137 37.52893141480825, 126.9080789354679 37.52892574784694, 126.9080718128441 37.52982706179609))"
다사476479,"POLYGON ((126.90694007446176 37.52982138380684, 126.9080718128441 37.52982706179609, 126.9080789354679 37.52892574784694, 126.90694721070173 37.528920070041416, 126.90694007446176 37.52982138380684))"
다사475479,"POLYGON ((126.90580833639727 37.52981569497302, 126.90694007446176 37.52982138380684, 126.90694721070173 37.528920070041416, 126.90581548625342 37.52891438139169, 126.90580833639727 37.52981569497302))"
다사466444,"POLYGON ((126.89587704961052 37.49821800789644, 126.89700830858662 37.498223787780184, 126.897015556064 37.49732247081631, 126.89588431068272 37.49731669111966, 126.89587704961052 37.49821800789644))"
다사466445,"POLYGON ((126.89586978821492 37.49911932453418, 126.89700106078642 37.49912510460499, 126.89700830858662 37.498223787780184, 126.89587704961052 37.49821800789644, 126.89586978821492 37.49911932453418))"
다사467446,"POLYGON ((126.89699381266341 37.500026421290755, 126.89812509915377 37.500032190715764, 126.89813233368076 37.49913087384328, 126.89700106078642 37.49912510460499, 126.89699381266341 37.500026421290755))"
다사490458,"POLYGON ((126.92293023337221 37.51097221718895, 126.92406169032466 37.510977739599106, 126.92406861583927 37.510076420195915, 126.92293717249046 37.510070897964475, 126.92293023337221 37.51097221718895))"
다사490457,"POLYGON ((126.92293717249046 37.510070897964475, 126.92406861583927 37.510076420195915, 126.92407554104543 37.50917510065374, 126.92294411129967 37.50916957860103, 126.92293717249046 37.510070897964475))"
다사495476,"POLYGON ((126.92846378906518 37.52722345916651, 126.92959549252461 37.52722893057617, 126.92960235552113 37.52632761278592, 126.92847066567636 37.526322141553294, 126.92846378906518 37.52722345916651))"
다사496476,"POLYGON ((126.92959549252461 37.52722893057617, 126.93072719628975 37.527234391142144, 126.93073404567164 37.52633307317519, 126.92960235552113 37.52632761278592, 126.92959549252461 37.52722893057617))"
다사494476,"POLYGON ((126.92733208591207 37.52721797691314, 126.92846378906518 37.52722345916651, 126.92847066567636 37.526322141553294, 126.92733897613786 37.52631665947734, 126.92733208591207 37.52721797691314))"
다사494477,"POLYGON ((126.92732519537937 37.52811929420997, 126.92845691214768 37.52812477664072, 126.92846378906518 37.52722345916651, 126.92733208591207 37.52721797691314, 126.92732519537937 37.52811929420997))"
다사494475,"POLYGON ((126.92733897613786 37.52631665947734, 126.92847066567636 37.526322141553294, 126.9284775419812 37.52542082380111, 126.92734586605673 37.52541534190256, 126.92733897613786 37.52631665947734))"
다사495477,"POLYGON ((126.92845691214768 37.52812477664072, 126.92958862922235 37.52813024822745, 126.92959549252461 37.52722893057617, 126.92846378906518 37.52722345916651, 126.92845691214768 37.52812477664072))"
다사466486,"POLYGON ((126.8955717923444 37.536073186931695, 126.89670362284974 37.53607897467692, 126.89671088389832 37.5351776635546, 126.89557906701324 37.53517187599664, 126.8955717923444 37.536073186931695))"
다사466487,"POLYGON ((126.8955645173515 37.53697449772762, 126.89669636147774 37.53698028566012, 126.89670362284974 37.53607897467692, 126.8955717923444 37.536073186931695, 126.8955645173515 37.53697449772762))"
다사481455,"POLYGON ((126.91276831848978 37.50821807460158, 126.91389973182984 37.50822369400168, 126.91390677883507 37.50732237580264, 126.91277537909667 37.50731675658441, 126.91276831848978 37.50821807460158))"
다사482454,"POLYGON ((126.91390677883507 37.50732237580264, 126.91503817888734 37.50732798418502, 126.91504521197756 37.50642666566545, 126.9139138255264 37.50642105746457, 126.91390677883507 37.50732237580264))"
다사482456,"POLYGON ((126.91389268451074 37.509125012061716, 126.91502411176704 37.50913062080715, 126.91503114548382 37.50822930256559, 126.91389973182984 37.50822369400168, 126.91389268451074 37.509125012061716))"
다사481454,"POLYGON ((126.91277537909667 37.50731675658441, 126.91390677883507 37.50732237580264, 126.9139138255264 37.50642105746457, 126.9127824393891 37.50641543842821, 126.91277537909667 37.50731675658441))"
다사483454,"POLYGON ((126.91503817888734 37.50732798418502, 126.91616957925285 37.50733358173155, 126.91617659874197 37.5064322630308, 126.91504521197756 37.50642666566545, 126.91503817888734 37.50732798418502))"
다사464491,"POLYGON ((126.89327161788049 37.54056812961088, 126.89440351584737 37.54057393998987, 126.89441080575995 37.539672629938046, 126.89327892141631 37.53966681974705, 126.89327161788049 37.54056812961088))"
다사464490,"POLYGON ((126.89327892141631 37.53966681974705, 126.89441080575995 37.539672629938046, 126.8944180953478 37.53877131974709, 126.8932862246268 37.538765509744096, 126.89327892141631 37.53966681974705))"
다사466491,"POLYGON ((126.89553541413903 37.54057973952018, 126.8966673127548 37.540585528201824, 126.89667457542079 37.53968421777507, 126.8955426904283 37.53967842928072, 126.89553541413903 37.54057973952018))"
다사464489,"POLYGON ((126.8932862246268 37.538765509744096, 126.8944180953478 37.53877131974709, 126.89442538461093 37.53787000941704, 126.893293527512 37.53786419960201, 126.8932862246268 37.538765509744096))"
다사468476,"POLYGON ((126.897907913436 37.52707163222327, 126.89903960841195 37.527077396409155, 126.8990468389984 37.526176083522394, 126.89791515763667 37.52617031952305, 126.897907913436 37.52707163222327))"
다사470474,"POLYGON ((126.90018573733295 37.525280523466655, 126.90131740572454 37.525286265594005, 126.90132460844079 37.5243849520571, 126.90019295366224 37.52437921011557, 126.90018573733295 37.525280523466655))"
다사469474,"POLYGON ((126.89905406926277 37.52527477049656, 126.90018573733295 37.525280523466655, 126.90019295366224 37.52437921011557, 126.89906129920513 37.52437345733162, 126.89905406926277 37.52527477049656))"
다사468475,"POLYGON ((126.89791515763667 37.52617031952305, 126.8990468389984 37.526176083522394, 126.89905406926277 37.52527477049656, 126.89792240151469 37.52526900668372, 126.89791515763667 37.52617031952305))"
다사474443,"POLYGON ((126.90493428273736 37.49736262540059, 126.90606553068406 37.49736831844218, 126.90607266908442 37.49646699985523, 126.90494143473205 37.49646130699791, 126.90493428273736 37.49736262540059))"
다사474444,"POLYGON ((126.90492713042407 37.49826394366423, 126.90605839196571 37.49826963689011, 126.90606553068406 37.49736831844218, 126.90493428273736 37.49736262540059, 126.90492713042407 37.49826394366423))"
다사473442,"POLYGON ((126.90381020069822 37.496455603309016, 126.90494143473205 37.49646130699791, 126.9049485864082 37.495559988456215, 126.90381736596808 37.495554284951936, 126.90381020069822 37.496455603309016))"
다사476478,"POLYGON ((126.90694721070173 37.528920070041416, 126.9080789354679 37.52892574784694, 126.90808605777445 37.52802443375875, 126.90695434662383 37.52801875613695, 126.90694721070173 37.528920070041416))"
다사478480,"POLYGON ((126.90919644221945 37.53073404293425, 126.91032819485258 37.53073969941738, 126.91033529056006 37.529838385240886, 126.90920355154375 37.529832728940775, 126.90919644221945 37.53073404293425))"
다사479458,"POLYGON ((126.91048422742857 37.510910755415814, 126.91161568094769 37.51091639703603, 126.91162275610165 37.51001507961813, 126.91049131618601 37.51000943818051, 126.91048422742857 37.510910755415814))"
다사478459,"POLYGON ((126.90934567154791 37.51180641987172, 126.91047713835538 37.5118120725121, 126.91048422742857 37.510910755415814, 126.90935277422517 37.510905102958375, 126.90934567154791 37.51180641987172))"
다사479459,"POLYGON ((126.91047713835538 37.5118120725121, 126.91160860547859 37.51181771431491, 126.91161568094769 37.51091639703603, 126.91048422742857 37.510910755415814, 126.91047713835538 37.5118120725121))"
다사480458,"POLYGON ((126.91161568094769 37.51091639703603, 126.91274713478198 37.510922027819014, 126.91275419633243 37.51002071021888, 126.91162275610165 37.51001507961813, 126.91161568094769 37.51091639703603))"
다사478457,"POLYGON ((126.9093598765861 37.510003785906, 126.91049131618601 37.51000943818051, 126.9104984046277 37.509108120806175, 126.90936697863067 37.50910246871459, 126.9093598765861 37.510003785906))"
다사456468,"POLYGON ((126.88438685039247 37.51979112883505, 126.88551843256069 37.519797021615744, 126.88552582388257 37.51889570987731, 126.88439425532357 37.518889817287324, 126.88438685039247 37.51979112883505))"
다사457469,"POLYGON ((126.88551104090955 37.52069833321503, 126.8866426370168 37.520704215345546, 126.88665001505812 37.5198029035559, 126.88551843256069 37.519797021615744, 126.88551104090955 37.52069833321503))"
다사456467,"POLYGON ((126.88439425532357 37.518889817287324, 126.88552582388257 37.51889570987731, 126.88553321487527 37.51799439799976, 126.88440165992483 37.517988505600464, 126.88439425532357 37.518889817287324))"
다사457468,"POLYGON ((126.88551843256069 37.519797021615744, 126.88665001505812 37.5198029035559, 126.88665739277083 37.518901591627134, 126.88552582388257 37.51889570987731, 126.88551843256069 37.519797021615744))"
다사456469,"POLYGON ((126.88437944513153 37.520692440243636, 126.88551104090955 37.52069833321503, 126.88551843256069 37.519797021615744, 126.88438685039247 37.51979112883505, 126.88437944513153 37.520692440243636))"
다사487463,"POLYGON ((126.9195009600623 37.51546217628058, 126.92063248411279 37.51546773210165, 126.92063945198996 37.51456641393063, 126.91950794154612 37.514560858289364, 126.9195009600623 37.51546217628058))"
다사487464,"POLYGON ((126.9194939782675 37.516363494132804, 126.92062551592522 37.51636905013367, 126.92063248411279 37.51546773210165, 126.9195009600623 37.51546217628058, 126.9194939782675 37.516363494132804))"
다사485465,"POLYGON ((126.91722389456424 37.5172536669654, 126.91835544520718 37.51725924482558, 126.91836244092079 37.51635792729252, 126.91723090388565 37.516352349612845, 126.91722389456424 37.5172536669654))"
다사464454,"POLYGON ((126.89354163215438 37.50721957199895, 126.89467302646415 37.50722537542514, 126.89468030437206 37.50632406022652, 126.8935489236631 37.50631825698816, 126.89354163215438 37.50721957199895))"
다사471450,"POLYGON ((126.90149018239647 37.503654702325335, 126.90262152456263 37.50366042916005, 126.90262870598465 37.502759112100264, 126.90149737741702 37.502753385450895, 126.90149018239647 37.503654702325335))"
다사470451,"POLYGON ((126.90035163161066 37.504550281205944, 126.90148298705546 37.50455601906071, 126.90149018239647 37.503654702325335, 126.90035884055082 37.503648964656264, 126.90035163161066 37.504550281205944))"
다사472451,"POLYGON ((126.90261434282071 37.50456174608079, 126.9037456989059 37.50456746226616, 126.90375286704864 37.503666145160416, 126.90262152456263 37.50366042916005, 126.90261434282071 37.50456174608079))"
다사471449,"POLYGON ((126.90149737741702 37.502753385450895, 126.90262870598465 37.502759112100264, 126.9026358870868 37.501857794901426, 126.90150457211709 37.501852068437415, 126.90149737741702 37.502753385450895))"
다사478463,"POLYGON ((126.90931725767489 37.5154116861348, 126.91044877890472 37.51541733950699, 126.91045586924108 37.51451602296681, 126.90932436161776 37.51451036977758, 126.90931725767489 37.5154116861348))"
다사483460,"POLYGON ((126.91499597376674 37.51273589238333, 126.91612745575175 37.512741491016946, 126.91613447711707 37.51184017315022, 126.91500300873682 37.51183457469781, 126.91499597376674 37.51273589238333))"
다사483461,"POLYGON ((126.91498893848329 37.51363720992987, 126.91612043407368 37.51364280874467, 126.91612745575175 37.512741491016946, 126.91499597376674 37.51273589238333, 126.91498893848329 37.51363720992987))"
다사485460,"POLYGON ((126.9172589380495 37.512747078812595, 126.9183904206594 37.512752655770264, 126.91839741481516 37.511851337542204, 126.91726594581003 37.51184576076502, 126.9172589380495 37.512747078812595))"
다사491460,"POLYGON ((126.92404783836996 37.512780377988584, 126.92517932284002 37.51278588991818, 126.92518623536674 37.51188457061455, 126.92405476450155 37.511879058863336, 126.92404783836996 37.512780377988584))"
다사490460,"POLYGON ((126.9229163542084 37.51277485522095, 126.92404783836996 37.512780377988584, 126.92405476450155 37.511879058863336, 126.92292329394485 37.511873536274436, 126.9229163542084 37.51277485522095))"
다사492460,"POLYGON ((126.92517932284002 37.51278588991818, 126.92631080761801 37.512791391009735, 126.92631770653982 37.511890071528065, 126.92518623536674 37.51188457061455, 126.92517932284002 37.51278588991818))"
다사480471,"POLYGON ((126.91152367526233 37.522633510817435, 126.9126553059973 37.52263914396987, 126.91266237163795 37.521737828177045, 126.91153075451437 37.5217321952069, 126.91152367526233 37.522633510817435))"
다사480470,"POLYGON ((126.91153075451437 37.5217321952069, 126.91266237163795 37.521737828177045, 126.9126694369639 37.520836512245175, 126.91153783345109 37.52083087945733, 126.91153075451437 37.5217321952069))"
다사479470,"POLYGON ((126.91039913770612 37.52172655139531, 126.91153075451437 37.5217321952069, 126.91153783345109 37.52083087945733, 126.9104062302536 37.52082523582837, 126.91039913770612 37.52172655139531))"
다사479471,"POLYGON ((126.91039204484271 37.52262786682321, 126.91152367526233 37.522633510817435, 126.91153075451437 37.5217321952069, 126.91039913770612 37.52172655139531, 126.91039204484271 37.52262786682321))"
다사481471,"POLYGON ((126.9126553059973 37.52263914396987, 126.91378693704698 37.52264476628051, 126.91379398907625 37.52174345030574, 126.91266237163795 37.521737828177045, 126.9126553059973 37.52263914396987))"
다사481472,"POLYGON ((126.91264824004189 37.523540459623675, 126.9137798847036 37.52354608211626, 126.91378693704698 37.52264476628051, 126.9126553059973 37.52263914396987, 126.91264824004189 37.523540459623675))"
다사481470,"POLYGON ((126.91266237163795 37.521737828177045, 126.91379398907625 37.52174345030574, 126.91380104079141 37.52084213419194, 126.9126694369639 37.520836512245175, 126.91266237163795 37.521737828177045))"
다사466482,"POLYGON ((126.8956008890756 37.53246794235682, 126.8967326651035 37.532473729352986, 126.89673992485844 37.53157241767425, 126.89560816244837 37.53156663086532, 126.8956008890756 37.53246794235682))"
